#VEHICLE DEFINITIONS FILE																										
#REM 	Multiplayer Additional Buildings																									
#FACTION 1																										
																										
BREED : DEFINITIONS																										
#REM	Main Base(Paveway_MP) - #DEFENITIONS																									
#REM	DEF	OBNAME	MODE	MESH	HEAD_ICON	COCKPIT	ICON	COLLISN	DETECT	DRANGE	CAMERA	SHADOW	MASS KG	THRUST KG	DAMAGE	MAXVEL	ACCEL	SPACE	SURF	TILT_Z	CAN CARRY	VIEW OB	TARGET OB	SOUND Db	FIREMISSION AWARE	TARGETABLE
	#DEF	DB-MAIN_MP	DOOR	537	-1	0	0	POLY	NONE	0	0	0	100000	0	1000	0	0	0	1	0	1	0	0	0	0	0
	#DEF	DB-INSIDE_MP	STATIC	543	-1	0	0	POLY	NONE	0	0	0	100000	85	10000000	0	0	0	1	0	1	0	0	0	0	0
	#DEF	DB-DOORA_MP	STATIC	538	-1	0	0	POLY	NONE	0	0	0	100000	0	10000000	0	0	0	1	0	1	0	0	0	0	0
	#DEF	DB-DOORB_MP	STATIC	539	-1	0	0	POLY	NONE	0	0	0	100000	0	10000000	0	0	0	1	0	1	0	0	0	0	0
	#DEF	DB-DOORC_MP	STATIC	540	-1	0	0	POLY	NONE	0	0	0	100000	0	10000000	0	0	0	1	0	1	0	0	0	0	0
	#DEF	DB-DOORD_MP	STATIC	541	-1	0	0	POLY	NONE	0	0	0	100000	0	10000000	0	0	0	1	0	1	0	0	0	0	0
	#DEF	DB-DOORE_MP	DOOR	542	-1	0	0	POLY	NONE	0	0	0	100000	0	10000000	0	0	0	1	0	2	0	0	0	0	0
	#DEF	DB-DOORF_MP	DOOR	544	-1	0	0	POLY	NONE	0	0	0	100000	0	10000000	0	0	0	1	0	2	0	0	0	0	0
	#DEF	DB-DOORG_MP	DOOR	545	-1	0	0	POLY	NONE	0	0	0	100000	0	10000000	0	0	0	1	0	2	0	0	0	0	0
	#DEF	DB-DOORH_MP	DOOR	546	-1	0	0	POLY	NONE	0	0	0	100000	0	10000000	0	0	0	1	0	2	0	0	0	0	0
	#DEF	DB-WNDWA_MP	DOOR	547	-1	0	0	POLY	NONE	0	0	0	100000	0	10000000	0	0	0	1	0	1	0	0	0	0	0
	#DEF	DB-WNDWC_MP	DOOR	549	-1	0	0	POLY	NONE	0	0	0	100000	0	10000000	0	0	0	1	0	1	0	0	0	0	0
	#DEF	DB-WNDWB_MP	DOOR	548	-1	0	0	POLY	NONE	0	0	0	100000	0	10000000	0	0	0	1	0	1	0	0	0	0	0
	#DEF	DB-ARMC01_MP	STATIC	552	-1	0	0	POLY	NONE	0	0	0	100000	0	10000000	0	0	0	1	0	1	0	0	0	0	0
	#DEF	DB-BASE_01_MP	STATIC	536	-1	0	0	POLY	NONE	0	0	0	100000	0	1000	0	0	0	1	0	1	0	0	0	0	0
	#DEF	DB-ARMA_01_MP	DOOR	550	-1	0	0	POLY	NONE	0	0	0	100000	0	10000000	0	0	0	1	0	1	0	0	0	0	0
	#DEF	DB-ARMA01_01_MP	STATIC	550	-1	0	0	POLY	NONE	0	0	0	100000	0	10000000	0	0	0	1	0	1	0	0	0	0	0
	#DEF	DB-ARMB_01_MP	DOOR	551	-1	0	0	POLY	NONE	0	0	0	100000	0	10000000	0	0	0	1	0	1	0	0	0	0	0
	#DEF	DB-ARMB01_01_MP	STATIC	551	-1	0	0	POLY	NONE	0	0	0	100000	0	10000000	0	0	0	1	0	1	0	0	0	0	0
	#DEF	DB-ARMC_01_MP	DOOR	552	-1	0	0	POLY	NONE	0	0	0	100000	0	10000000	0	0	0	1	0	1	0	0	0	0	0
	#DEF	DB-MAIN_01_MP	DOOR	537	-1	0	0	POLY	NONE	0	0	0	100000	0	1000	0	0	0	1	0	1	0	0	0	0	0
	#DEF	DB-INSIDE_01_MP	STATIC	543	-1	0	0	POLY	NONE	0	0	0	100000	85	10000000	0	0	0	1	0	1	0	0	0	0	0
	#DEF	DB-DOORA_01_MP	STATIC	538	-1	0	0	POLY	NONE	0	0	0	100000	0	10000000	0	0	0	1	0	1	0	0	0	0	0
	#DEF	DB-DOORB_01_MP	STATIC	539	-1	0	0	POLY	NONE	0	0	0	100000	0	10000000	0	0	0	1	0	1	0	0	0	0	0
	#DEF	DB-DOORC_01_MP	STATIC	540	-1	0	0	POLY	NONE	0	0	0	100000	0	10000000	0	0	0	1	0	1	0	0	0	0	0
	#DEF	DB-DOORD_01_MP	STATIC	541	-1	0	0	POLY	NONE	0	0	0	100000	0	10000000	0	0	0	1	0	1	0	0	0	0	0
	#DEF	DB-DOORE_01_MP	DOOR	542	-1	0	0	POLY	NONE	0	0	0	100000	0	10000000	0	0	0	1	0	2	0	0	0	0	0
	#DEF	DB-DOORF_01_MP	DOOR	544	-1	0	0	POLY	NONE	0	0	0	100000	0	10000000	0	0	0	1	0	2	0	0	0	0	0
	#DEF	DB-DOORG_01_MP	DOOR	545	-1	0	0	POLY	NONE	0	0	0	100000	0	10000000	0	0	0	1	0	2	0	0	0	0	0
	#DEF	DB-DOORH_01_MP	DOOR	546	-1	0	0	POLY	NONE	0	0	0	100000	0	10000000	0	0	0	1	0	2	0	0	0	0	0
	#DEF	DB-WNDWA_01_MP	DOOR	547	-1	0	0	POLY	NONE	0	0	0	100000	0	10000000	0	0	0	1	0	1	0	0	0	0	0
	#DEF	DB-WNDWC_01_MP	DOOR	549	-1	0	0	POLY	NONE	0	0	0	100000	0	10000000	0	0	0	1	0	1	0	0	0	0	0
	#DEF	DB-WNDWB_01_MP	DOOR	548	-1	0	0	POLY	NONE	0	0	0	100000	0	10000000	0	0	0	1	0	1	0	0	0	0	0
	#DEF	DB-ARMC01_01_MP	STATIC	552	-1	0	0	POLY	NONE	0	0	0	100000	0	10000000	0	0	0	1	0	1	0	0	0	0	0
	#DEF	ST-MediumA_MP	STATIC	1971	-1	0	0	POLY	NONE	0	0	0	0	0	10000000	0	0	0	1	0	1	0	0	0	0	0
	#DEF	ST-MediumA_SWITCH_MP	STATIC	1972	-1	0	0	NONE	NONE	0	0	0	0	0	10000000	0	0	0	1	0	1	0	0	0	0	0
																										
#REM	VTOL Base TypeA (Paveway_MP) - #DEFENITIONS																									
#REM	DEF	OBNAME	MODE	MESH	HEAD_ICON	COCKPIT	ICON	COLLISN	DETECT	DRANGE	CAMERA	SHADOW	MASS KG	THRUST KG	DAMAGE	MAXVEL	ACCEL	SPACE	SURF	TILT_Z	CAN CARRY	VIEW OB	TARGET OB	SOUND Db	FIREMISSION AWARE	
	#DEF	VTOL-BASEA_MP	STATIC	1741	-1	0	0	POLY	NONE	0	0	0	0	0	1000	0	0	0	1	0	0	0	0	0	0	0
	#DEF	VTOL-BASEAROCKETPIVOT_MP	TURRET	1742	-1	0	0	NONE	NONE	0	0	0	0	0	1000000	0	0	0	0	0	0	0	0	0	0	0
																										
#REM	Spawn Room(_MP) #DEFENITIONS																									
#REM	DEF	OBNAME	MODE	MESH	HEAD_ICON	COCKPIT	ICON	COLLISN	DETECT	DRANGE	CAMERA	SHADOW	MASS KG	THRUST KG	DAMAGE	MAXVEL	ACCEL	SPACE	SURF	TILT_Z	CAN CARRY	VIEW OB	TARGET OB	SOUND Db	FIREMISSION AWARE	TARGETABLE
	#DEF	BU-SPAWNROOM_MP	STATIC	1895	-1	0	0	POLY	NONE	0	0	0	0	0	1000	0	0	0	0	0	1	0	0	0	0	0
	#DEF	BU-SPAWNROOMINTERIOR_MP	STATIC	1896	-1	0	0	POLY	NONE	0	0	0	0	0	10000000	0	0	0	0	0	1	0	0	0	0	0
	#DEF	BSE-SPAWNROOMR_MP	DOOR	1859	-1	0	0	POLY	NONE	0	0	0	0	0	500	0	0	0	0	0	0	0	0	0	0	0
	#DEF	BSE-SPAWNROOML_MP	DOOR	1859	-1	0	0	POLY	NONE	0	0	0	0	0	500	0	0	0	0	0	0	0	0	0	0	0
																										
#REM	Cave Spawn Small(_MP) #DEFENITIONS																									
#REM	DEF	OBNAME	MODE	MESH	HEAD_ICON	COCKPIT	ICON	COLLISN	DETECT	DRANGE	CAMERA	SHADOW	MASS KG	THRUST KG	DAMAGE	MAXVEL	ACCEL	SPACE	SURF	TILT_Z	CAN CARRY	VIEW OB	TARGET OB	SOUND Db	FIREMISSION AWARE	TARGETABLE
	#DEF	BU-CaveSpawnSmall_MP	STATIC	1947	-1	0	0	POLY	NONE	0	0	0	0	0	1000	0	0	0	0	0	1	0	0	0	0	0
																										
#REM	Cave Spawn Large(_MP) #DEFENITIONS																									
#REM	DEF	OBNAME	MODE	MESH	HEAD_ICON	COCKPIT	ICON	COLLISN	DETECT	DRANGE	CAMERA	SHADOW	MASS KG	THRUST KG	DAMAGE	MAXVEL	ACCEL	SPACE	SURF	TILT_Z	CAN CARRY	VIEW OB	TARGET OB	SOUND Db	FIREMISSION AWARE	TARGETABLE
	#DEF	BU-CAVESPAWNLARGE_MP	STATIC	1948	-1	0	0	POLY	NONE	0	0	0	0	0	1000	0	0	0	0	0	1	0	0	0	0	0
	#DEF	BSE-CAVESPAWNSDLBOTTOM_MP	DOOR	1859	-1	0	0	POLY	NONE	0	0	0	0	0	500	0	0	0	0	0	1	0	0	0	0	0
	#DEF	BSE-CAVESPAWNSDRBOTTOM_MP	DOOR	1859	-1	0	0	POLY	NONE	0	0	0	0	0	500	0	0	0	0	0	1	0	0	0	0	0
	#DEF	BSE-CAVESPAWNSDLTOP_MP	DOOR	1859	-1	0	0	POLY	NONE	0	0	0	0	0	500	0	0	0	0	0	1	0	0	0	0	0
	#DEF	BU-SPAWNROOMINTERIORTOP_MP	STATIC	1896	-1	0	0	POLY	NONE	0	0	0	0	0	10000000	0	0	0	0	0	1	0	0	0	0	0
	#DEF	BSE-CAVESPAWNSDRTOP_MP	DOOR	1859	-1	0	0	POLY	NONE	0	0	0	0	0	500	0	0	0	0	0	1	0	0	0	0	0
	#DEF	BU-SPAWNROOMINTERIORBOTTOM_MP	STATIC	1896	-1	0	0	POLY	NONE	0	0	0	0	0	10000000	0	0	0	0	0	1	0	0	0	0	0
																										
#REM	Small Bunker(_MP)  - #DEFENITIONS																									
#REM	DEF	OBNAME	MODE	MESH	HEAD_ICON	COCKPIT	ICON	COLLISN	DETECT	DRANGE	CAMERA	SHADOW	MASS KG	THRUST KG	DAMAGE	MAXVEL	ACCEL	SPACE	SURF	TILT_Z	CAN CARRY	VIEW OB	TARGET OB	SOUND Db	FIREMISSION AWARE	TARGETABLE
	#DEF	BU-SMALLBUNKER_MP	STATIC	1790	-1	0	0	POLY	NONE	0	0	0	0	0	500	0	0	0	0	0	1	0	0	0	0	0
	#DEF	SMB-HEADINSIDE_MP	STATIC	1641	-1	0	0	POLY	NONE	0	0	0	0	0	10000000	0	0	0	1	0	1	0	0	0	0	0
																										
#REM	Defensive Wall A(_MP)   - #DEFENITIONS																									
#REM	DEF	OBNAME	MODE	MESH	HEAD_ICON	COCKPIT	ICON	COLLISN	DETECT	DRANGE	CAMERA	SHADOW	MASS KG	THRUST KG	DAMAGE	MAXVEL	ACCEL	SPACE	SURF	TILT_Z	CAN CARRY	VIEW OB	TARGET OB	SOUND Db	FIREMISSION AWARE	TARGETABLE
	#DEF	BU-DEFENSIVEWALLA_MP	STATIC	1791	-1	0	0	POLY	NONE	0	0	0	0	0	500	0	0	0	0	0	1	0	0	0	0	0
																										
#REM	Defensive Wall B(_MP)   - #DEFENITIONS																									
#REM	DEF	OBNAME	MODE	MESH	HEAD_ICON	COCKPIT	ICON	COLLISN	DETECT	DRANGE	CAMERA	SHADOW	MASS KG	THRUST KG	DAMAGE	MAXVEL	ACCEL	SPACE	SURF	TILT_Z	CAN CARRY	VIEW OB	TARGET OB	SOUND Db	FIREMISSION AWARE	TARGETABLE
	#DEF	BU-DEFENSIVEWALLB_MP	STATIC	1792	-1	0	0	POLY	NONE	0	0	0	0	0	500	0	0	0	0	0	1	0	0	0	0	0
																										
#REM	Defensive Wall C(_MP)   - #DEFENITIONS																									
#REM	DEF	OBNAME	MODE	MESH	HEAD_ICON	COCKPIT	ICON	COLLISN	DETECT	DRANGE	CAMERA	SHADOW	MASS KG	THRUST KG	DAMAGE	MAXVEL	ACCEL	SPACE	SURF	TILT_Z	CAN CARRY	VIEW OB	TARGET OB	SOUND Db	FIREMISSION AWARE	TARGETABLE
	#DEF	BU-DEFENSIVEWALLC_MP	STATIC	1793	-1	0	0	POLY	NONE	0	0	0	0	0	500	0	0	0	0	0	1	0	0	0	0	0
																										
#REM	Defensive Wall D (_MP) - #DEFENITIONS																									
#REM	DEF	OBNAME	MODE	MESH	HEAD_ICON	COCKPIT	ICON	COLLISN	DETECT	DRANGE	CAMERA	SHADOW	MASS KG	THRUST KG	DAMAGE	MAXVEL	ACCEL	SPACE	SURF	TILT_Z	CAN CARRY	VIEW OB	TARGET OB	SOUND Db	FIREMISSION AWARE	TARGETABLE
	#DEF	BU-DEFENSIVEWALLD_MP	STATIC	1794	-1	0	0	POLY	NONE	0	0	0	0	0	500	0	0	0	0	0	1	0	0	0	0	0
																										
#REM	BU_BunkerTypeB - #DEFENITIONS																									
#REM	DEF	OBNAME	MODE	MESH	HEAD_ICON	COCKPIT	ICON	COLLISN	DETECT	DRANGE	CAMERA	SHADOW	MASS KG	THRUST KG	DAMAGE	MAXVEL	ACCEL	SPACE	SURF	TILT_Z	CAN CARRY	VIEW OB	TARGET OB	SOUND Db	FIREMISSION AWARE	TARGETABLE
	#DEF	BU_BUNKERTYPEB_MP	STATIC	1635	-1	0	0	POLY	NONE	0	0	0	0	0	500	0	0	0	1	0	0	0	0	0	0	0
																										
#REM	Small Bridge Head - #DEFENITIONS																									
#REM	DEF	OBNAME	MODE	MESH	HEAD_ICON	COCKPIT	ICON	COLLISN	DETECT	DRANGE	CAMERA	SHADOW	MASS KG	THRUST KG	DAMAGE	MAXVEL	ACCEL	SPACE	SURF	TILT_Z	CAN CARRY	VIEW OB	TARGET OB	SOUND Db	FIREMISSION AWARE	TARGETABLE
	#DEF	SMB-HEAD_MP	STATIC	1639	-1	0	0	POLY	NONE	0	0	0	0	0	1000	0	0	0	1	0	1	0	0	0	0	0
#rem	#DEF	SMB-HEADINSIDE_MP	STATIC	1641	-1	0	0	POLY	NONE	0	0	0	0	0	10000000	0	0	0	1	0	1	0	0	0	0	0
	#DEF	SMB-HEADINSIDE01_MP	STATIC	1641	-1	0	0	POLY	NONE	0	0	0	0	0	10000000	0	0	0	1	0	1	0	0	0	0	0
	#DEF	SMB-SLIDINGBRIDGE_MP	DOOR	1640	-1	0	0	POLY	OWNER	0	0	0	0	0	500	0	0	0	1	0	1	0	0	0	0	0
	#DEF	ST-SMB_BRDGECTRL_A_MP	STATIC	1971	-1	0	0	POLY	NONE	0	0	0	0	0	10000000	0	0	0	1	0	1	0	0	0	0	0
	#DEF	ST-SMB_BRDGECTRL_A_STC_MP	STATIC	1972	-1	0	0	NONE	NONE	0	0	0	0	0	10000000	0	0	0	1	0	1	0	0	0	0	0
	#DEF	ST-SMB_BRDGECTRL_B_MP	STATIC	1971	-1	0	0	POLY	NONE	0	0	0	0	0	10000000	0	0	0	1	0	1	0	0	0	0	0
	#DEF	ST-SMB_BRDGECTRL_B_STC_MP	STATIC	1972	-1	0	0	NONE	NONE	0	0	0	0	0	10000000	0	0	0	1	0	1	0	0	0	0	0
	#DEF	ST-SMB_BRDGECTRL_C_MP	STATIC	1971	-1	0	0	POLY	NONE	0	0	0	0	0	10000000	0	0	0	1	0	1	0	0	0	0	0
	#DEF	ST-SMB_BRDGECTRL_C_STC_MP	STATIC	1972	-1	0	0	NONE	NONE	0	0	0	0	0	10000000	0	0	0	1	0	1	0	0	0	0	0
	#DEF	ST-SMB_BRDGECTRL_D_MP	STATIC	1971	-1	0	0	POLY	NONE	0	0	0	0	0	10000000	0	0	0	1	0	1	0	0	0	0	0
	#DEF	ST-SMB_BRDGECTRL_D_STC_MP	STATIC	1972	-1	0	0	NONE	NONE	0	0	0	0	0	10000000	0	0	0	1	0	1	0	0	0	0	0
	#DEF	NULL-SMALLBRIDGEHEAD_MP	STATIC	1984	-1	0	0	POLY	NONE	0	0	0	0	0	10000000	0	0	0	1	0	1	0	0	0	0	0
	#DEF	SMB-HEAD_Roof_MP	STATIC	2299	-1	0	0	POLY	NONE	0	0	0	0	0	10000000	0	0	0	1	0	1	0	0	0	0	0
																										
#REM	SpyglassLift_A_MP #DEFENITIONS																									
#REM	DEF	OBNAME	MODE	MESH	HEAD_ICON	COCKPIT	ICON	COLLISN	DETECT	DRANGE	CAMERA	SHADOW	MASS KG	THRUST KG	DAMAGE	MAXVEL	ACCEL	SPACE	SURF	TILT_Z	CAN CARRY	VIEW OB	TARGET OB	SOUND Db	FIREMISSION AWARE	TARGETABLE
	#DEF	BU-SpyglassLift_A_MP	STATIC	1950	-1	0	0	POLY	NONE	0	0	0	0	0	3000	0	0	0	0	0	1	0	0	0	0	0
	#DEF	BU-SpyglassLift_B_MP	STATIC	2695	-1	0	0	POLY	NONE	0	0	0	0	0	3000	0	0	0	0	0	1	0	0	0	0	0
																										
#REM	Prison Composite B - #DEFENITIONS																									
#REM	DEF	OBNAME	MODE	MESH	HEAD_ICON	COCKPIT	ICON	COLLISN	DETECT	DRANGE	CAMERA	SHADOW	MASS KG	THRUST KG	DAMAGE	MAXVEL	ACCEL	SPACE	SURF	TILT_Z	CAN CARRY	VIEW OB	TARGET OB	SOUND Db	FIREMISSION AWARE	TARGETABLE
	#DEF	BSE-PRISONCOMPB_MP	STATIC	1813	-1	0	0	POLY	NONE	0	0	0	0	0	10000000	0	0	0	1	0	1	0	0	0	0	0
	#DEF	BSE-PRISONCOMPB_MP_Blue	STATIC	1815	-1	0	0	POLY	NONE	0	0	0	0	0	10000000	0	0	0	1	0	1	0	0	0	0	0
	#DEF	BSE-PRISONCOMPB_MP_Red	STATIC	1814	-1	0	0	POLY	NONE	0	0	0	0	0	10000000	0	0	0	1	0	1	0	0	0	0	0
	#DEF	PNDR-B_ST03Z_R_MP	STATIC	1859	-1	0	0	POLY	NONE	0	0	0	0	0	10000000	0	0	0	1	0	0	0	0	0	0	0
	#DEF	PNDR-B_ST03Z_L_MP	STATIC	1859	-1	0	0	POLY	NONE	0	0	0	0	0	10000000	0	0	0	1	0	0	0	0	0	0	0
	#DEF	PNDR-B_ST04XZ_R_LOX	STATIC	1858	-1	0	0	POLY	NONE	0	0	0	0	0	10000000	0	0	0	1	0	0	0	0	0	0	0
	#DEF	PNDR-B_ST04XZ_L_LOX	STATIC	1858	-1	0	0	POLY	NONE	0	0	0	0	0	10000000	0	0	0	1	0	0	0	0	0	0	0
	#DEF	PNDR-B_ST05Z_L_MP	STATIC	1859	-1	0	0	POLY	NONE	0	0	0	0	0	10000000	0	0	0	1	0	0	0	0	0	0	0
	#DEF	PNDR-B_ST05Z_R_MP	STATIC	1859	-1	0	0	POLY	NONE	0	0	0	0	0	10000000	0	0	0	1	0	0	0	0	0	0	0
