#VEHICLE DEFINITIONS FILE																										

USC : DEFINITIONS																										
#REM	DEF	OBNAME	MODE	MESH	HEAD_ICON	COCKPIT	ICON	COLLISN	DETECT	DRANGE	CAMERA	SHADOW	MASS KG	THRUST KG	DAMAGE	MAXVEL	ACCEL	SPACE	SURF	TILT_Z	CAN CARRY	VIEW OB	TARGET OB	SOUND Db	FIREMISSION AWARE	TARGETTABLE
	#DEF	POOL_WATER	STATIC	1591	-1	0	8	NONE	NONE	0	0	0	1500	0	1000000	500	20	1	0	0	0	0	0	0	0	0
	#DEF	CRYO_ROOM	STATIC	89	-1	0	8	POLY	NONE	0	0	0	1500	0	1000000	500	20	1	0	0	1	0	0	0	0	0
	#DEF	CRYO_COMP	STATIC	90	-1	0	8	BOX	NONE	0	0	0	1500	0	1000000	500	20	1	0	0	1	0	0	0	0	0
	#DEF	HOLO_DARWIN	ROTATE	1346	-1	0	8	NONE	NONE	0	0	0	1500	0	1000000	500	20	1	0	0	0	0	0	0	0	0
	#DEF	LABROOM	STATIC	388	-1	0	8	POLY	NONE	0	0	0	1500	0	1000000	500	20	1	0	0	1	0	0	0	0	0
	#DEF	MP_ROOM	STATIC	828	-1	0	8	POLY	NONE	0	0	0	1500	0	1000000	500	20	1	0	0	1	0	0	0	0	0
	#DEF	DARWIN_XLIFT	STATIC	374	-1	0	8	POLY	NONE	0	0	0	1500	0	1000000	500	20	1	0	0	1	0	0	0	0	0

	#DEF	DARLIGHT	ROTATE	496	-1	0	8	NONE	NONE	0	0	0	500	0	10000	0	0	0	0	0	0	0	0	0	0	0
	#DEF	DARWIN_LIFT1	DOOR	487	-1	0	8	POLY	NONE	0	0	0	10000	0	10000	0	0	0	0	0	1	0	0	0	0	0
	#DEF	DARWIN_LIFT2a	DOOR	486	-1	0	8	POLY	NONE	0	0	0	10000	0	10000	0	0	0	0	0	1	0	0	0	0	0
	#DEF	DARWIN_LIFT2b	DOOR	486	-1	0	8	POLY	NONE	0	0	0	10000	0	10000	0	0	0	0	0	1	0	0	0	0	0
	#DEF	DARWIN_LIFT2c	DOOR	486	-1	0	8	POLY	NONE	0	0	0	10000	0	10000	0	0	0	0	0	1	0	0	0	0	0
	#DEF	DARWIN_LIFT2d	DOOR	486	-1	0	8	POLY	NONE	0	0	0	10000	0	10000	0	0	0	0	0	1	0	0	0	0	0
	#DEF	DARWIN_LIFT3a	DOOR	640	-1	0	8	POLY	NONE	0	0	0	1500	0	1000000	500	20	1	0	0	1	0	0	0	0	0
	#DEF	DARWIN_LIFT3b	DOOR	640	-1	0	8	POLY	NONE	0	0	0	1500	0	1000000	500	20	1	0	0	1	0	0	0	0	0
	#DEF	DARWIN_LIFT3c	DOOR	640	-1	0	8	POLY	NONE	0	0	0	1500	0	1000000	500	20	1	0	0	1	0	0	0	0	0
	#DEF	DARWIN_LIFT3d	DOOR	640	-1	0	8	POLY	NONE	0	0	0	1500	0	1000000	500	20	1	0	0	1	0	0	0	0	0
#REM	lifts to turret level																									
	#DEF	DARWIN_LIFT4a	DOOR	397	-1	0	8	POLY	NONE	0	0	0	1500	0	1000000	500	20	1	0	0	1	0	0	0	0	0
	#DEF	DARWIN_LIFT4b	DOOR	397	-1	0	8	POLY	NONE	0	0	0	1500	0	1000000	500	20	1	0	0	1	0	0	0	0	0
#REM	external lift																									
	#DEF	DARWIN_LIFT4c	DOOR	375	-1	0	8	POLY	NONE	0	0	0	1500	0	1000000	500	20	1	0	0	1	0	0	0	0	0

	#DEF	SEC0_SIGNS	STATIC	2383	-1	0	8	NONE	NONE	0	0	0	1500	0	1000000	500	20	1	0	0	0	0	0	0	0	0
	#DEF	SEC1_SIGNS	STATIC	2384	-1	0	8	NONE	NONE	0	0	0	1500	0	1000000	500	20	1	0	0	0	0	0	0	0	0
	#DEF	SEC2_SIGNS	STATIC	2385	-1	0	8	NONE	NONE	0	0	0	1500	0	1000000	500	20	1	0	0	0	0	0	0	0	0
	#DEF	SEC3_SIGNS	STATIC	2386	-1	0	8	NONE	NONE	0	0	0	1500	0	1000000	500	20	1	0	0	0	0	0	0	0	0
	#DEF	SEC4_SIGNS	STATIC	2387	-1	0	8	NONE	NONE	0	0	0	1500	0	1000000	500	20	1	0	0	0	0	0	0	0	0
	#DEF	SEC5_SIGNS	STATIC	2388	-1	0	8	NONE	NONE	0	0	0	1500	0	1000000	500	20	1	0	0	0	0	0	0	0	0
	#DEF	SEC6_SIGNS	STATIC	2389	-1	0	8	NONE	NONE	0	0	0	1500	0	1000000	500	20	1	0	0	0	0	0	0	0	0

	#DEF	DARWINGLASS	STATIC	303	-1	0	8	POLY	NONE	0	0	0	1500	0	1000000	500	20	1	0	0	0	0	0	0	0	0
	#DEF	VRDOOR	DOOR	490	-1	0	8	POLY	NONE	0	0	0	10000	0	10000	0	0	0	0	0	0	0	0	0	0	0
	#DEF	VRHOLO_TRAINING	STATIC	79	-1	0	8	NONE	NONE	0	0	0	10000	0	10000	0	0	0	0	0	0	0	0	0	0	0
	#DEF	VRHOLO	ROTATE	491	-1	0	8	NONE	NONE	0	0	0	10000	0	10000	0	0	0	0	0	0	0	0	0	0	0
	#DEF	DARWIN_FLOORLIFT1	DOOR	398	-1	0	8	POLY	NONE	0	0	0	1500	0	1000000	500	20	1	0	0	1	0	0	0	0	0
	#DEF	DARWIN_FLOORLIFT2	DOOR	398	-1	0	8	POLY	NONE	0	0	0	1500	0	1000000	500	20	1	0	0	1	0	0	0	0	0
	#DEF	DARWIN_FLOORLIFT3	DOOR	398	-1	0	8	POLY	NONE	0	0	0	1500	0	1000000	500	20	1	0	0	1	0	0	0	0	0
	#DEF	DARWIN_HANGERDOOR2	DOOR	485	-1	0	8	BOX	NONE	0	0	0	1500	0	1000000	500	20	1	0	0	0	0	0	0	0	0
	#DEF	DARWIN_HANGERDOOR2a	DOOR	485	-1	0	8	BOX	NONE	0	0	0	1500	0	1000000	500	20	1	0	0	0	0	0	0	0	0
	#DEF	DARWIN_DOOR2	DOOR	497	-1	0	8	BOX	NONE	0	0	0	1500	0	1000000	500	20	1	0	0	0	0	0	0	0	0
	#DEF	DARWIN_DOOR2B	DOOR	497	-1	0	8	BOX	NONE	0	0	0	1500	0	1000000	500	20	1	0	0	0	0	0	0	0	0

	#DEF	DARWIN_DOOR1	DOOR	484	-1	0	8	BOX	NONE	0	0	0	1500	0	1000000	500	20	1	0	0	0	0	0	0	0	0
	#DEF	DARWIN_DOOR1B	DOOR	484	-1	0	8	BOX	NONE	0	0	0	1500	0	1000000	500	20	1	0	0	0	0	0	0	0	0
	#DEF	DARWIN_DOOR1C	DOOR	484	-1	0	8	BOX	NONE	0	0	0	1500	0	1000000	500	20	1	0	0	0	0	0	0	0	0
	#DEF	DARWIN_DOOR1D	DOOR	484	-1	0	8	BOX	NONE	0	0	0	1500	0	1000000	500	20	1	0	0	0	0	0	0	0	0
	#DEF	DARWIN_DOOR1E	DOOR	484	-1	0	8	BOX	NONE	0	0	0	1500	0	1000000	500	20	1	0	0	0	0	0	0	0	0

	#DEF	DARWIN_BLAST1	DOOR	483	-1	0	8	BOX	NONE	0	0	0	1500	0	1000000	500	20	1	0	0	0	0	0	0	0	0
	#DEF	DARWINLIGHTS	STATIC	302	-1	0	8	POLY	NONE	0	0	0	1500	0	1000000	500	20	1	0	0	1	0	0	0	0	0

	#DEF	FIGHTERBAY_D1	STATIC	2177	-1	0	8	POLY	NONE	0	0	0	1500	0	1000000	500	20	1	0	0	1	0	0	0	0	0
	#DEF	FIGHTERBAY_D2	STATIC	2177	-1	0	8	POLY	NONE	0	0	0	1500	0	1000000	500	20	1	0	0	1	0	0	0	0	0
	#DEF	FIGHTERBAY_D3	STATIC	2177	-1	0	8	POLY	NONE	0	0	0	1500	0	1000000	500	20	1	0	0	1	0	0	0	0	0

	#DEF	FIGHTERBAY01	STATIC	2172	-1	0	8	POLY	NONE	0	0	0	1500	0	1000000	500	20	1	0	0	1	0	0	0	0	0
	#DEF	FIGHTERBAY02	STATIC	2172	-1	0	8	POLY	NONE	0	0	0	1500	0	1000000	500	20	1	0	0	1	0	0	0	0	0
	#DEF	FIGHTERBAY03	STATIC	2172	-1	0	8	POLY	NONE	0	0	0	1500	0	1000000	500	20	1	0	0	1	0	0	0	0	0
	#DEF	FIGHTERBAY04	STATIC	2172	-1	0	8	POLY	NONE	0	0	0	1500	0	1000000	500	20	1	0	0	1	0	0	0	0	0
	#DEF	FIGHTERBAY05	STATIC	2172	-1	0	8	POLY	NONE	0	0	0	1500	0	1000000	500	20	1	0	0	1	0	0	0	0	0
	#DEF	FIGHTERBAY06	STATIC	2172	-1	0	8	POLY	NONE	0	0	0	1500	0	1000000	500	20	1	0	0	1	0	0	0	0	0
	#DEF	FIGHTERBAY07	STATIC	2172	-1	0	8	POLY	NONE	0	0	0	1500	0	1000000	500	20	1	0	0	1	0	0	0	0	0
	#DEF	FIGHTERBAY08	STATIC	2172	-1	0	8	POLY	NONE	0	0	0	1500	0	1000000	500	20	1	0	0	1	0	0	0	0	0
	#DEF	FIGHTERBAYDOOR1	DOOR	2173	-1	0	8	POLY	NONE	0	0	0	1500	0	1000000	500	20	1	0	0	0	0	0	0	0	0
	#DEF	FIGHTERBAYDOOR2	DOOR	2173	-1	0	8	POLY	NONE	0	0	0	1500	0	1000000	500	20	1	0	0	0	0	0	0	0	0
	#DEF	FIGHTERBAYDOOR3	DOOR	2173	-1	0	8	POLY	NONE	0	0	0	1500	0	1000000	500	20	1	0	0	0	0	0	0	0	0
	#DEF	FIGHTERBAYDOOR4	DOOR	2173	-1	0	8	POLY	NONE	0	0	0	1500	0	1000000	500	20	1	0	0	0	0	0	0	0	0
	#DEF	FIGHTERBAYDOOR5	DOOR	2173	-1	0	8	POLY	NONE	0	0	0	1500	0	1000000	500	20	1	0	0	0	0	0	0	0	0
	#DEF	FIGHTERBAYDOOR6	DOOR	2173	-1	0	8	POLY	NONE	0	0	0	1500	0	1000000	500	20	1	0	0	0	0	0	0	0	0
	#DEF	FIGHTERBAYDOOR7	DOOR	2173	-1	0	8	POLY	NONE	0	0	0	1500	0	1000000	500	20	1	0	0	0	0	0	0	0	0
	#DEF	FIGHTERBAYDOOR8	DOOR	2173	-1	0	8	POLY	NONE	0	0	0	1500	0	1000000	500	20	1	0	0	0	0	0	0	0	0
	#DEF	FIGHTERBAYWALKWAY	DOOR	2174	-1	0	8	POLY	NONE	0	0	0	1500	0	1000000	500	20	1	0	0	1	0	0	0	0	0
	#DEF	BAYDOOR1	DOOR	85	-1	0	8	BOX	NONE	0	0	0	1500	0	1000000	500	20	1	0	0	0	0	0	0	0	0
	#DEF	BAYDOOR2	DOOR	85	-1	0	8	BOX	NONE	0	0	0	1500	0	1000000	500	20	1	0	0	0	0	0	0	0	0
	#DEF	BAYDOOR3	DOOR	85	-1	0	8	BOX	NONE	0	0	0	1500	0	1000000	500	20	1	0	0	0	0	0	0	0	0
	#DEF	BAYDOOR4	DOOR	85	-1	0	8	BOX	NONE	0	0	0	1500	0	1000000	500	20	1	0	0	0	0	0	0	0	0
	#DEF	BAYDOOR5	DOOR	85	-1	0	8	BOX	NONE	0	0	0	1500	0	1000000	500	20	1	0	0	0	0	0	0	0	0
	#DEF	BAYDOOR6	DOOR	85	-1	0	8	BOX	NONE	0	0	0	1500	0	1000000	500	20	1	0	0	0	0	0	0	0	0
	#DEF	BAYDOOR_COMP	DOOR	84	-1	0	8	BOX	NONE	0	0	0	1500	0	1000000	500	20	1	0	0	0	0	0	0	0	0

#REM	DEF	OBNAME	MODE	MESH	HEAD_ICON	COCKPIT	ICON	COLLISN	DETECT	DRANGE	CAMERA	SHADOW	MASS KG	THRUST KG	DAMAGE	MAXVEL	ACCEL	SPACE	SURF	TILT_Z	CAN CARRY	VIEW OB	TARGET OB	SOUND Db	FIREMISSION AWARE	TARGETTABLE
	#DEF	DARWIN_BLAST1a	DOOR	483	-1	0	8	POLY	NONE	0	0	0	1500	0	1000000	500	20	1	0	0	0	0	0	0	0	0
	#DEF	WALKWAY_LIFT	DOOR	482	-1	0	8	POLY	NONE	0	0	0	1500	0	1000000	500	20	1	0	0	1	0	0	0	0	0
	#DEF	DARWIN_BRIEFING	STATIC	15	-1	0	8	NONE	NONE	0	0	0	10000	0	10000	0	0	0	0	0	0	0	0	0	0	0

	#DEF	HOLOEARTH	ROTATE	639	-1	0	8	NONE	NONE	0	0	0	10000	0	10000	0	0	0	0	0	0	0	0	0	0	0

	#DEF	FIGHTER	SPACE	170	-1	170	6	POLY	CONE	8	1	1	1000	0	1000	42	25	1	1	1	0	0	0	0	0	1
#rem	#DEF	FIGHTER	SPACE	170	-1	170	6	POLY	CONE	8	1	1	1000	0	1000	70	25	1	1	1	0	0	0	0	0	1
	#DEF	FIGHTER_CONT1	CONTROLLER	494	-1	0	0	NONE	NONE	0	0	0	0	0	0	30	60	0	1	0	0	0	0	0	0	0
	#DEF	FIGHTER_CONT2	CONTROLLER	495	-1	0	0	NONE	NONE	0	0	0	0	0	0	30	60	0	1	0	0	0	0	0	0	0
	#DEF	FIGHTER_LENGINE	JET	171	-1	0	6	BOX	NONE	0	0	1	250	600	2500	0	0	0	0	0	0	0	0	0	0	0
	#DEF	FIGHTER_RENGINE	JET	172	-1	0	6	BOX	NONE	0	0	1	250	600	2500	0	0	0	0	0	0	0	0	0	0	0
	#DEF	FIGHTER_LENGINE_MP	JET	171	-1	0	6	BOX	NONE	0	0	1	250	600	9000	0	0	0	0	0	0	0	0	0	0	0
	#DEF	FIGHTER_RENGINE_MP	JET	172	-1	0	6	BOX	NONE	0	0	1	250	600	9000	0	0	0	0	0	0	0	0	0	0	0
	#DEF	FIGHTER_FANBLADE	ROTATE_THROTTLE	173	-1	0	6	NONE	NONE	0	0	1	1500	0	0	1200	20	1	1	0	0	0	0	0	0	0
	#DEF	FIGHTER_CANOPY	DOOR	174	-1	0	6	NONE	NONE	0	0	1	1500	0	0	1200	20	1	1	0	0	0	0	0	0	0
	#DEF	FIGHTER_AIRBRAKE	TURRET	175	-1	0	6	NONE	NONE	0	0	0	1500	0	0	1200	20	1	1	0	0	0	0	0	0	0
	#DEF	FIGHT_LGEAR_DOOR	DOOR	176	-1	0	6	NONE	NONE	0	0	1	1500	0	0	1200	20	1	1	0	0	0	0	0	0	0
	#DEF	FIGHT_LGEAR_LEG	DOOR	177	-1	0	6	NONE	NONE	0	0	1	1500	0	0	1200	20	1	1	0	0	0	0	0	0	0
	#DEF	FIGHT_RGEAR_DOOR	DOOR	178	-1	0	6	NONE	NONE	0	0	1	1500	0	0	1200	20	1	1	0	0	0	0	0	0	0
	#DEF	FIGHT_RGEAR_LEG	DOOR	179	-1	0	6	NONE	NONE	0	0	1	1500	0	0	1200	20	1	1	0	0	0	0	0	0	0
	#DEF	FIGHTER_WHEELS1	WHEEL	180	-1	0	6	NONE	NONE	0	0	1	1500	0	0	1200	20	1	1	0	0	0	0	0	0	0
	#DEF	FIGHTER_WHEELS_L	WHEEL	181	-1	0	6	NONE	NONE	0	0	1	1500	0	0	1200	20	1	1	0	0	0	0	0	0	0
	#DEF	FIGHTER_WHEELS_R	WHEEL	181	-1	0	6	NONE	NONE	0	0	1	1500	0	0	1200	20	1	1	0	0	0	0	0	0	0
	#DEF	FIGHT_FGEAR_DOOR1	DOOR	182	-1	0	6	NONE	NONE	0	0	1	1500	0	0	1200	20	1	1	0	0	0	0	0	0	0
	#DEF	FIGHT_FGEAR_DOOR2	DOOR	183	-1	0	6	NONE	NONE	0	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0
	#DEF	FIGHT_NOSEGUN	ROTATE	184	-1	0	6	NONE	NONE	0	0	0	1000	0	0	30	60	0	1	0	0	0	0	0	0	0

	#DEF	BDROPSHIP2	SPACE	331	-1	110	5	POLY	CONE	6	1	1	5000	0	1000	40	1	1	1	1	1	0	0	0	0	1
	#DEF	BDROPSHIP2_DOOR	DOOR	332	-1	110	5	POLY	NONE	1	1	1	5000	0	0	40	1	1	1	1	1	0	0	0	0	0
	#DEF	BDROPSHIP2_GEAR	WHEEL	333	-1	110	5	POLY	NONE	1	1	1	5000	0	0	40	1	1	1	1	1	0	0	0	0	0
	#DEF	BDROPSHIP2_ENGINE	JET	5	-1	110	5	NONE	NONE	1	1	1	5000	1000	0	40	1	1	1	1	1	0	0	0	0	0

	#DEF	BDROPSHIP2A	STATIC	331	-1	110	5	POLY	CONE	1	1	1	5000	0	1000	40	1	1	1	1	1	0	0	0	0	0

#REM	DEF	OBNAME	MODE	MESH	HEAD_ICON	COCKPIT	ICON	COLLISN	DETECT	DRANGE	CAMERA	SHADOW	MASS KG	THRUST KG	DAMAGE	MAXVEL	ACCEL	SPACE	SURF	TILT_Z	CAN CARRY	VIEW OB	TARGET OB	SOUND Db	FIREMISSION AWARE	TARGETTABLE
	#DEF	DROPSHIP	SPACE	110	-1	110	5	POLY	NONE	1	1	1	5000	0	1500	40	1	1	1	1	1	0	0	0	0	1
	#DEF	LDPENG	JET	113	-1	113	0	BOX	NONE	0	0	1	500	3500	6000	0	0	0	0	0	0	0	1	0	0	0
	#DEF	RDPENG	JET	112	-1	112	0	BOX	NONE	0	0	1	500	3500	6000	0	0	0	0	0	0	0	1	0	0	0
	#DEF	LDPENG_MP	JET	113	-1	113	0	BOX	NONE	0	0	1	500	3500	9000	0	0	0	0	0	0	0	1	0	0	0
	#DEF	RDPENG_MP	JET	112	-1	112	0	BOX	NONE	0	0	1	500	3500	9000	0	0	0	0	0	0	0	1	0	0	0
	#DEF	DPTURR	TURRET	117	-1	0	0	BOX	CIRCLE	1	0	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0
	#DEF	MGUN1	TURRET	123	-1	0	0	BOX	OWNER	1	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0
	#DEF	MGUN2	ROTATE	128	-1	0	0	BOX	OWNER	1	0	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0
	#DEF	TOPTURR	TURRET	140	-1	0	11	NONE	NONE	1	0	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0
	#DEF	TOPTURR2	TURRET	140	-1	0	11	NONE	NONE	1	0	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0
	#DEF	TOPTURR2A	TURRET	140	-1	0	11	POLY	NONE	1	0	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0
	#DEF	FANBLADE	ROTATE_THROTTLE	114	-1	0	0	NONE	NONE	0	0	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0

	#DEF	DPDOOR	DOOR	116	-1	0	5	POLY	NONE	0	0	1	500	0	0	0	0	0	0	0	2	0	0	0	0	0
	#DEF	DPSDOOR1	DOOR	129	-1	0	5	BOX	NONE	0	0	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0
	#DEF	DPSDOOR2	DOOR	130	-1	0	5	BOX	NONE	0	0	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0
	#DEF	DPSDOOR1a	DOOR	129	-1	0	5	BOX	NONE	0	0	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0
	#DEF	DPSDOOR2a	DOOR	130	-1	0	5	BOX	NONE	0	0	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0

	#DEF	DPGUN1	TURRET	127	-1	0	5	NONE	CONE	1	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0
	#DEF	DPGUNa	TURRET	324	-1	0	5	NONE	CONE	1	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0
	#DEF	JOINT2a	TURRET	0	-1	0	5	NONE	OWNER	5	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0
	#DEF	JOINT2	TURRET	0	-1	0	5	NONE	OWNER	5	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0
	#DEF	JOINT3	TURRET	0	-1	0	5	NONE	OWNER	5	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0
	#DEF	JOINT4	TURRET	0	-1	0	5	NONE	OWNER	5	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0
	#DEF	DPGUN2	ROTATE	128	-1	0	5	NONE	CONE	1	0	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0
#rem	#DEF	DPFGUNS	TURRET	128	-1	0	5	NONE	CONE	1	0	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0
	#DEF	FANBLADE2	ROTATE_THROTTLE	115	-1	0	5	NONE	NONE	0	0	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0
	#DEF	HANGER	STATIC	111	-1	0	5	NONE	NONE	0	0	0	500	0	0	0	0	0	0	0	1	0	0	0	0	0
	#DEF	CANOPY	DOOR	118	-1	0	5	POLY	NONE	0	0	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0
	#DEF	PILOTSEAT	STATIC	152	-1	0	5	NONE	NONE	0	0	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0
	#DEF	PILOTSEAT2	STATIC	119	-1	0	5	NONE	NONE	0	0	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0
	#DEF	DPCONTROL	TURRET	363	-1	0	5	NONE	NONE	0	0	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0
#rem	#DEF	RTJOY	TURRET	122	-1	0	5	NONE	NONE	0	0	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0
	#DEF	LBOMBDOOR	TURRET	126	-1	0	5	NONE	NONE	0	0	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0
	#DEF	RBOMBDOOR	TURRET	126	-1	0	5	NONE	NONE	0	0	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0
	#DEF	FDUALWHEELS	WHEEL	131	-1	0	5	NONE	NONE	0	0	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0
	#DEF	DUALWHEELS	WHEEL	131	-1	0	5	NONE	NONE	0	0	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0
	#DEF	SGEARLEG	DOOR	132	-1	0	5	NONE	NONE	0	0	0	500	3500	0	0	0	0	0	0	0	0	0	0	0	0
	#DEF	SGEARLEGa	DOOR	132	-1	0	5	NONE	NONE	0	0	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0
	#DEF	FGEARLEG	DOOR	133	-1	0	5	NONE	NONE	0	0	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0
	#DEF	FGEARDOOR1	DOOR	135	-1	0	5	NONE	NONE	0	0	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0
	#DEF	FGEARDOOR2	DOOR	134	-1	0	5	NONE	NONE	0	0	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0
	#DEF	RGEARDOOR1	DOOR	138	-1	0	5	NONE	NONE	0	0	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0
	#DEF	RGEARDOOR2	DOOR	137	-1	0	5	NONE	NONE	0	0	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0
	#DEF	LGEARDOOR1	DOOR	138	-1	0	5	NONE	NONE	0	0	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0
