#VEHICLE DEFINITIONS FILE																										
#REM 	Large Base 3																									
#FACTION 1																										
																										
BREED : DEFINITIONS																										
#REM	Main Base - #DEFENITIONS																									
#REM	DEF	OBNAME	MODE	MESH	HEAD_ICON	COCKPIT	ICON	COLLISN	DETECT	DRANGE	CAMERA	SHADOW	MASS KG	THRUST KG	DAMAGE	MAXVEL	ACCEL	SPACE	SURF	TILT_Z	CAN CARRY	VIEW OB	TARGET OB	SOUND Db	FIREMISSION AWARE	TARGETABLE
	#DEF	ST-LARGEBASE3_DOORA_A_DRL_MP	DOOR	1975	-1	0	0	POLY	NONE	0	0	0	0	0	1000000	0	0	0	0	0	0	0	0	0	0	0
	#DEF	ST-LARGEBASE3_DOORA_A_DRR_MP	DOOR	1976	-1	0	0	POLY	NONE	0	0	0	0	0	1000000	0	0	0	0	0	0	0	0	0	0	0
	#DEF	ST-LARGEBASE3_DOORA_A_DRL_S_MP	STATIC	1966	-1	0	0	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	#DEF	ST-LARGEBASE3_DOORA_A_DRR_S_MP	STATIC	1966	-1	0	0	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	#DEF	NULL-STANDINGLARGEA_BSE3_MP	DOOR	1977	-1	0	0	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
																										
																										
																										
	#DEF	ST-LARGEBASE3_DOORB_A_MP	STATIC	1965	-1	0	0	POLY	NONE	0	0	0	0	0	100000	0	0	0	1	0	0	0	0	0	0	0
	#DEF	ST-LARGEBASE3_DOORB_A_SWITCH_MP	STATIC	1966	-1	0	0	POLY	NONE	0	0	0	0	0	100000	0	0	0	1	0	0	0	0	0	0	0
	#DEF	ST-LARGEBASE3_DOORB_B_MP	STATIC	1965	-1	0	0	POLY	NONE	0	0	0	0	0	100000	0	0	0	1	0	0	0	0	0	0	0
	#DEF	ST-LARGEBASE3_DOORB_B_SWITCH_MP	STATIC	1966	-1	0	0	POLY	NONE	0	0	0	0	0	100000	0	0	0	1	0	0	0	0	0	0	0
																										
	#DEF	ST-LARGEBASE3_DOORC_A_MP	STATIC	1965	-1	0	0	POLY	NONE	0	0	0	0	0	100000	0	0	0	1	0	0	0	0	0	0	0
	#DEF	ST-LARGEBASE3_DOORC_A_SWITCH_MP	STATIC	1966	-1	0	0	NONE	NONE	0	0	0	0	0	100000	0	0	0	1	0	0	0	0	0	0	0
	#DEF	BSE-LRG3_LIFT_A_MP	DOOR	1393	-1	0	0	POLY	OWNER	0	0	0	0	0	100000	0	0	0	1	0	1	0	0	0	0	0
	#DEF	ST-LRG3_LIFT_A_B_SWITCH_MP	STATIC	1968	-1	0	0	NONE	NONE	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
	#DEF	ST-LRG3_LIFT_A_A_SWITCH_MP	STATIC	1968	-1	0	0	NONE	NONE	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
	#DEF	BSE-LRG3_LIFT_B_MP	DOOR	1393	-1	0	0	POLY	OWNER	0	0	0	0	0	100000	0	0	0	1	0	1	0	0	0	0	0
	#DEF	ST-LRG3_LIFT_B_B_SWITCH_MP	STATIC	1968	-1	0	0	NONE	NONE	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
	#DEF	ST-LRG3_LIFT_B_A_SWITCH_MP	STATIC	1968	-1	0	0	NONE	NONE	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
																										
	#DEF	BSE-LRG3_LIFT_C_MP	DOOR	1994	-1	0	0	POLY	OWNER	0	0	0	0	0	100000	0	0	0	1	0	1	0	0	0	0	0
	#DEF	ST-LRG3_LIFT_C_B_SWITCH_MP	STATIC	1968	-1	0	0	NONE	NONE	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
	#DEF	ST-LRG3_LIFT_C_A_SWITCH_MP	STATIC	1968	-1	0	0	NONE	NONE	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
	#DEF	BSE-LRG3_LIFT_D_MP	DOOR	1393	-1	0	0	POLY	OWNER	0	0	0	0	0	100000	0	0	0	1	0	1	0	0	0	0	0
	#DEF	ST-LRG3_LIFT_D_B_SWITCH_MP	STATIC	1968	-1	0	0	NONE	NONE	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
	#DEF	ST-LRG3_LIFT_D_A_SWITCH_MP	STATIC	1968	-1	0	0	NONE	NONE	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
	#DEF	BSE-LRG3_LIFT_E_MP	DOOR	1393	-1	0	0	POLY	OWNER	0	0	0	0	0	100000	0	0	0	1	0	1	0	0	0	0	0
	#DEF	ST-LRG3_LIFT_E_B_SWITCH_MP	STATIC	1968	-1	0	0	NONE	NONE	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
	#DEF	ST-LRG3_LIFT_E_A_SWITCH_MP	STATIC	1968	-1	0	0	NONE	NONE	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
	#DEF	ST-BSELRG3_RDR_A_MP	STATIC	1969	-1	0	0	POLY	NONE	0	0	0	0	0	100000	0	0	0	1	0	0	0	0	0	0	0
	#DEF	ST-B3_RA_S_MP	STATIC	1970	-1	0	0	POLY	NONE	0	0	0	0	0	50	0	0	0	1	0	0	0	0	0	0	0
	#DEF	ST-BSELRG3_RDR_B_MP	STATIC	1969	-1	0	0	POLY	NONE	0	0	0	0	0	100000	0	0	0	1	0	0	0	0	0	0	0
	#DEF	ST-B3_RB_S_MP	STATIC	1970	-1	0	0	POLY	NONE	0	0	0	0	0	50	0	0	0	1	0	0	0	0	0	0	0
	#DEF	BSE-LARGEBASE3RAILINGSA_MP	STATIC	1990	-1	0	0	POLY	NONE	0	0	0	0	0	100000	0	0	0	1	0	1	0	0	0	0	0
	#DEF	BSE-LARGEBASE3RAILINGSB_MP	STATIC	1991	-1	0	0	POLY	NONE	0	0	0	0	0	100000	0	0	0	1	0	1	0	0	0	0	0
	#DEF	BSE-LARGEBASE3RAILINGSC_MP	STATIC	1995	-1	0	0	POLY	NONE	0	0	0	0	0	100000	0	0	0	1	0	1	0	0	0	0	0
	#DEF	BSE-LARGEBASE3RAILINGSD_MP	STATIC	1996	-1	0	0	POLY	NONE	0	0	0	0	0	100000	0	0	0	1	0	1	0	0	0	0	0
	#DEF	BSE-LARGEBASE3RAILINGSE_MP	STATIC	1997	-1	0	0	POLY	NONE	0	0	0	0	0	100000	0	0	0	1	0	1	0	0	0	0	0
	#DEF	BSE-LARGEBASE3RAILINGSF_MP	STATIC	1998	-1	0	0	POLY	NONE	0	0	0	0	0	100000	0	0	0	1	0	1	0	0	0	0	0
	#DEF	BSE-LARGEBASE3RAILINGSG_MP	STATIC	1999	-1	0	0	POLY	NONE	0	0	0	0	0	100000	0	0	0	1	0	1	0	0	0	0	0
	#DEF	BSE-LARGEBASE3RAILINGSH_MP	STATIC	2000	-1	0	0	POLY	NONE	0	0	0	0	0	100000	0	0	0	1	0	1	0	0	0	0	0
	#DEF	BSE-SPAWNROOMA_MP	STATIC	1896	-1	0	0	POLY	NONE	0	0	0	0	0	1000000	0	0	0	1	0	1	0	0	0	0	0
	#DEF	BSE-SPAWNROOMB_MP	STATIC	1896	-1	0	0	POLY	NONE	0	0	0	0	0	1000000	0	0	0	1	0	1	0	0	0	0	0
	#DEF	BSE-SPAWNROOMC_MP	STATIC	1896	-1	0	0	POLY	NONE	0	0	0	0	0	1000000	0	0	0	1	0	1	0	0	0	0	0
	#DEF	BSE-SPAWNROOMD_MP	STATIC	1896	-1	0	0	POLY	NONE	0	0	0	0	0	1000000	0	0	0	1	0	1	0	0	0	0	0
	#DEF	BSE-SPAWNROOME_MP	STATIC	1896	-1	0	0	POLY	NONE	0	0	0	0	0	1000000	0	0	0	1	0	1	0	0	0	0	0
	#DEF	BSE-SPAWNROOMF_MP	STATIC	1896	-1	0	0	POLY	NONE	0	0	0	0	0	1000000	0	0	0	1	0	1	0	0	0	0	0
	#DEF	BSE-SPAWNROOMA_DOOR_L_MP	DOOR	1859	-1	0	0	POLY	NONE	0	0	0	0	0	1000000	0	0	0	1	0	0	0	0	0	0	0
	#DEF	BSE-SPAWNROOMA_DOOR_R_MP	DOOR	1859	-1	0	0	POLY	NONE	0	0	0	0	0	1000000	0	0	0	1	0	0	0	0	0	0	0
	#DEF	BSE-SPAWNROOMB_DOOR_L_MP	DOOR	1859	-1	0	0	POLY	NONE	0	0	0	0	0	1000000	0	0	0	1	0	0	0	0	0	0	0
	#DEF	BSE-SPAWNROOMB_DOOR_R_MP	DOOR	1859	-1	0	0	POLY	NONE	0	0	0	0	0	1000000	0	0	0	1	0	0	0	0	0	0	0
	#DEF	BSE-SPAWNROOMC_DOOR_R_MP	DOOR	1859	-1	0	0	POLY	NONE	0	0	0	0	0	1000000	0	0	0	1	0	0	0	0	0	0	0
	#DEF	BSE-SPAWNROOMC_DOOR_L_MP	DOOR	1859	-1	0	0	POLY	NONE	0	0	0	0	0	1000000	0	0	0	1	0	0	0	0	0	0	0
	#DEF	BSE-SPAWNROOMD_DOOR_R_MP	DOOR	1859	-1	0	0	POLY	NONE	0	0	0	0	0	1000000	0	0	0	1	0	0	0	0	0	0	0
	#DEF	BSE-SPAWNROOMD_DOOR_L_MP	DOOR	1859	-1	0	0	POLY	NONE	0	0	0	0	0	1000000	0	0	0	1	0	0	0	0	0	0	0
	#DEF	BSE-SPAWNROOME_DOOR_R_MP	DOOR	1859	-1	0	0	POLY	NONE	0	0	0	0	0	1000000	0	0	0	1	0	0	0	0	0	0	0
	#DEF	BSE-SPAWNROOME_DOOR_L_MP	DOOR	1859	-1	0	0	POLY	NONE	0	0	0	0	0	1000000	0	0	0	1	0	0	0	0	0	0	0
	#DEF	BSE-SPAWNROOMF_DOOR_L_MP	DOOR	1859	-1	0	0	POLY	NONE	0	0	0	0	0	1000000	0	0	0	1	0	0	0	0	0	0	0
	#DEF	BSE-SPAWNROOMF_DOOR_R_MP	DOOR	1859	-1	0	0	POLY	NONE	0	0	0	0	0	1000000	0	0	0	1	0	0	0	0	0	0	0
																										
#REM	New Button Deffinitions for Lifts- #DEFENITIONS																									
#REM	DEF	OBNAME	MODE	MESH	HEAD_ICON	COCKPIT	ICON	COLLISN	DETECT	DRANGE	CAMERA	SHADOW	MASS KG	THRUST KG	DAMAGE	MAXVEL	ACCEL	SPACE	SURF	TILT_Z	CAN CARRY	VIEW OB	TARGET OB	SOUND Db	FIREMISSION AWARE	TARGETABLE
	#DEF	ST-LRG3_LIFT_A_C_SWITCH_MP	STATIC	1968	-1	0	0	NONE	NONE	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
	#DEF	ST-LRG3_LIFT_B_C_SWITCH_MP	STATIC	1968	-1	0	0	NONE	NONE	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
	#DEF	ST-BSELRG3_LiftSwitch_A_MP	STATIC	1969	-1	0	0	POLY	NONE	0	0	0	0	0	100000	0	0	0	1	0	0	0	0	0	0	0
	#DEF	ST-LRG3_LIFT_A_D_SWITCH_MP	STATIC	1970	-1	0	0	NONE	NONE	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
	#DEF	ST-BSELRG3_LiftSwitch_B_MP	STATIC	1969	-1	0	0	POLY	NONE	0	0	0	0	0	100000	0	0	0	1	0	0	0	0	0	0	0
	#DEF	ST-LRG3_LIFT_B_D_SWITCH_MP	STATIC	1970	-1	0	0	NONE	NONE	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
	#DEF	ST-BSELRG3_LS_C_Level01_A_MP	STATIC	1969	-1	0	0	POLY	NONE	0	0	0	0	0	100000	0	0	0	1	0	0	0	0	0	0	0
	#DEF	ST-BSELRG3_LS_C_Level01_A_S_MP	STATIC	1970	-1	0	0	NONE	NONE	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
	#DEF	ST-BSELRG3_LS_C_Level01_B_MP	STATIC	1969	-1	0	0	POLY	NONE	0	0	0	0	0	100000	0	0	0	1	0	0	0	0	0	0	0
	#DEF	ST-BSELRG3_LS_C_Level01_B_S_MP	STATIC	1970	-1	0	0	NONE	NONE	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
	#DEF	ST-BSELRG3_LS_C_Level02_A_MP	STATIC	1969	-1	0	0	POLY	NONE	0	0	0	0	0	100000	0	0	0	1	0	0	0	0	0	0	0
	#DEF	ST-BSELRG3_LS_C_Level02_A_S_MP	STATIC	1970	-1	0	0	NONE	NONE	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
	#DEF	ST-BSELRG3_LS_C_Level02_B_MP	STATIC	1969	-1	0	0	POLY	NONE	0	0	0	0	0	100000	0	0	0	1	0	0	0	0	0	0	0
	#DEF	ST-BSELRG3_LS_C_Level02_B_S_MP	STATIC	1970	-1	0	0	NONE	NONE	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
	#DEF	ST-BSELRG3_LS_C_Level03_A_MP	STATIC	1969	-1	0	0	POLY	NONE	0	0	0	0	0	100000	0	0	0	1	0	0	0	0	0	0	0
	#DEF	ST-BSELRG3_LS_C_Level03_A_S_MP	STATIC	1970	-1	0	0	NONE	NONE	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
	#DEF	ST-BSELRG3_LS_C_Level03_B_MP	STATIC	1969	-1	0	0	POLY	NONE	0	0	0	0	0	100000	0	0	0	1	0	0	0	0	0	0	0
	#DEF	ST-BSELRG3_LS_C_Level03_B_S_MP	STATIC	1970	-1	0	0	NONE	NONE	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
	#DEF	ST-BSELRG3_LS_C_Level04_A_MP	STATIC	1969	-1	0	0	POLY	NONE	0	0	0	0	0	100000	0	0	0	1	0	0	0	0	0	0	0
	#DEF	ST-BSELRG3_LS_C_Level04_A_S_MP	STATIC	1970	-1	0	0	NONE	NONE	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
	#DEF	ST-BSELRG3_LS_C_Level04_B_MP	STATIC	1969	-1	0	0	POLY	NONE	0	0	0	0	0	100000	0	0	0	1	0	0	0	0	0	0	0
	#DEF	ST-BSELRG3_LS_C_Level04_B_S_MP	STATIC	1970	-1	0	0	NONE	NONE	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
	#DEF	ST-BSELRG3_LS_C_Level05_A_MP	STATIC	1969	-1	0	0	POLY	NONE	0	0	0	0	0	100000	0	0	0	1	0	0	0	0	0	0	0
	#DEF	ST-BSELRG3_LS_C_Level05_A_S_MP	STATIC	1970	-1	0	0	NONE	NONE	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
	#DEF	ST-BSELRG3_LS_D_Level01_A_MP	STATIC	1969	-1	0	0	POLY	NONE	0	0	0	0	0	100000	0	0	0	1	0	0	0	0	0	0	0
	#DEF	ST-BSELRG3_LS_D_Level01_A_S_MP	STATIC	1970	-1	0	0	NONE	NONE	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
	#DEF	ST-BSELRG3_LS_D_Level01_B_MP	STATIC	1969	-1	0	0	POLY	NONE	0	0	0	0	0	100000	0	0	0	1	0	0	0	0	0	0	0
	#DEF	ST-BSELRG3_LS_D_Level01_B_S_MP	STATIC	1970	-1	0	0	NONE	NONE	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
	#DEF	ST-BSELRG3_LS_D_Level02_A_MP	STATIC	1969	-1	0	0	POLY	NONE	0	0	0	0	0	100000	0	0	0	1	0	0	0	0	0	0	0
	#DEF	ST-BSELRG3_LS_D_Level02_A_S_MP	STATIC	1970	-1	0	0	NONE	NONE	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
	#DEF	ST-BSELRG3_LS_D_Level02_B_MP	STATIC	1969	-1	0	0	POLY	NONE	0	0	0	0	0	100000	0	0	0	1	0	0	0	0	0	0	0
	#DEF	ST-BSELRG3_LS_D_Level02_B_S_MP	STATIC	1970	-1	0	0	NONE	NONE	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
	#DEF	ST-BSELRG3_LS_D_Level03_A_MP	STATIC	1969	-1	0	0	POLY	NONE	0	0	0	0	0	100000	0	0	0	1	0	0	0	0	0	0	0
	#DEF	ST-BSELRG3_LS_D_Level03_A_S_MP	STATIC	1970	-1	0	0	NONE	NONE	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
	#DEF	ST-BSELRG3_LS_D_Level03_B_MP	STATIC	1969	-1	0	0	POLY	NONE	0	0	0	0	0	100000	0	0	0	1	0	0	0	0	0	0	0
	#DEF	ST-BSELRG3_LS_D_Level03_B_S_MP	STATIC	1970	-1	0	0	NONE	NONE	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
	#DEF	ST-BSELRG3_LS_D_Level04_A_MP	STATIC	1969	-1	0	0	POLY	NONE	0	0	0	0	0	100000	0	0	0	1	0	0	0	0	0	0	0
	#DEF	ST-BSELRG3_LS_D_Level04_A_S_MP	STATIC	1970	-1	0	0	NONE	NONE	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
	#DEF	ST-BSELRG3_LS_D_Level04_B_MP	STATIC	1969	-1	0	0	POLY	NONE	0	0	0	0	0	100000	0	0	0	1	0	0	0	0	0	0	0
	#DEF	ST-BSELRG3_LS_D_Level04_B_S_MP	STATIC	1970	-1	0	0	NONE	NONE	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
	#DEF	ST-BSELRG3_LS_E_Level01_A_MP	STATIC	1969	-1	0	0	POLY	NONE	0	0	0	0	0	100000	0	0	0	1	0	0	0	0	0	0	0
	#DEF	ST-BSELRG3_LS_E_Level01_A_S_MP	STATIC	1970	-1	0	0	NONE	NONE	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
	#DEF	ST-BSELRG3_LS_E_Level01_B_MP	STATIC	1969	-1	0	0	POLY	NONE	0	0	0	0	0	100000	0	0	0	1	0	0	0	0	0	0	0
	#DEF	ST-BSELRG3_LS_E_Level01_B_S_MP	STATIC	1970	-1	0	0	NONE	NONE	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
	#DEF	ST-BSELRG3_LS_E_Level02_A_MP	STATIC	1969	-1	0	0	POLY	NONE	0	0	0	0	0	100000	0	0	0	1	0	0	0	0	0	0	0
	#DEF	ST-BSELRG3_LS_E_Level02_A_S_MP	STATIC	1970	-1	0	0	NONE	NONE	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
	#DEF	ST-BSELRG3_LS_E_Level02_B_MP	STATIC	1969	-1	0	0	POLY	NONE	0	0	0	0	0	100000	0	0	0	1	0	0	0	0	0	0	0
	#DEF	ST-BSELRG3_LS_E_Level02_B_S_MP	STATIC	1970	-1	0	0	NONE	NONE	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
	#DEF	ST-BSELRG3_LS_E_Level03_A_MP	STATIC	1969	-1	0	0	POLY	NONE	0	0	0	0	0	100000	0	0	0	1	0	0	0	0	0	0	0
	#DEF	ST-BSELRG3_LS_E_Level03_A_S_MP	STATIC	1970	-1	0	0	NONE	NONE	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
	#DEF	ST-BSELRG3_LS_E_Level03_B_MP	STATIC	1969	-1	0	0	POLY	NONE	0	0	0	0	0	100000	0	0	0	1	0	0	0	0	0	0	0
	#DEF	ST-BSELRG3_LS_E_Level03_B_S_MP	STATIC	1970	-1	0	0	NONE	NONE	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
	#DEF	ST-BSELRG3_LS_E_Level04_A_MP	STATIC	1969	-1	0	0	POLY	NONE	0	0	0	0	0	100000	0	0	0	1	0	0	0	0	0	0	0
	#DEF	ST-BSELRG3_LS_E_Level04_A_S_MP	STATIC	1970	-1	0	0	NONE	NONE	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
	#DEF	ST-BSELRG3_LS_E_Level04_B_MP	STATIC	1969	-1	0	0	POLY	NONE	0	0	0	0	0	100000	0	0	0	1	0	0	0	0	0	0	0
	#DEF	ST-BSELRG3_LS_E_Level04_B_S_MP	STATIC	1970	-1	0	0	NONE	NONE	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
																										
																										
																										
																										
BREED : SUBOB																										
#REM	Main Base - #SUB-OBJECTS																									
#REM	SUBOB	VEHICLE	SUBOB	POS			ANGLE			TASK																
	#SUBOB	BSE-LARGEBASE3_MP	BSE-LargeBase3_BASE_MP	0	0	0	0	0	0	SUB																
	#SUBOB	BSE-LARGEBASE3_MP	BSE-LargeBase3_MID_MP	0	0	0	0	0	0	SUB																
	#SUBOB	BSE-LARGEBASE3_MP	BSE-LargeBase3_TOP_MP	0	0	0	0	0	0	SUB																
																										
#rem BOTTOM Door ST03																										
	#SUBOB	BSE-LARGEBASE3_MP	BSE-DOORARIGHT_MP	-4819.83	-1399.66	6742.39	0	0	0	AUTO																
	#SUBOB	BSE-LARGEBASE3_MP	BSE-DOORALEFT_MP	-4819.83	-1399.66	6742.39	0	0	0	AUTO																
#rem	#SUBOB	BSE-LARGEBASE3_MP	ST-LARGEBASE3_DOORA_B_MP	-4808.82	-1619.65	13009.5	0	0	0	SUB
#rem	#SUBOB	ST-LARGEBASE3_DOORA_B_MP	ST-LARGEBASE3_DOORA_B_SWITCH_MP	0.0	0.0	0.0	0	0	0	SUB
	#SUBOB	BSE-LARGEBASE3_MP	ST-LARGEBASE3_DOORA_A_MP	-4858.09	-1574.12	14884.8	0	90	0	SUB
#rem	#SUBOB	ST-LARGEBASE3_DOORA_A_MP	ST-LARGEBASE3_DOORA_A_DRR_MP	0.0	0.0	0.0	0	0	0	SUB
#rem	#SUBOB	ST-LARGEBASE3_DOORA_A_MP	ST-LARGEBASE3_DOORA_A_DRL_MP	0.0	0.0	0.0	0	0	0	SUB
	#SUBOB	ST-LARGEBASE3_DOORA_A_MP	ST-LARGEBASE3_DOORA_A_DRL_MP	0.0	0.0	0.0	0.0	-39.99	0.0	AUTO
	#SUBOB	ST-LARGEBASE3_DOORA_A_MP	ST-LARGEBASE3_DOORA_A_DRR_MP	0.0	0.0	0.0	0.0	39.99	0.0	AUTO
	#SUBOB	ST-LARGEBASE3_DOORA_A_MP	ST-LARGEBASE3_DOORA_A_DRL_S_MP	0.07	148.94	93.37	0.0	0.0	0.0	SUB
	#SUBOB	ST-LARGEBASE3_DOORA_A_MP	ST-LARGEBASE3_DOORA_A_DRR_S_MP	0.07	148.94	-87.71	0.0	-179.99	0.0	SUB
	#SUBOB	ST-LARGEBASE3_DOORA_A_MP	NULL-STANDINGLARGEA_BSE3_MP	0.0	0.0	0.0	0.0	0.0	0.0	AUTO
#rem TOP Door ST04										
	#SUBOB	BSE-LARGEBASE3_MP	BSE-DOORBRIGHT_MP	-4556.96	-344.92	-10220.7	0	0	0	AUTO
	#SUBOB	BSE-LARGEBASE3_MP	BSE-DOORBLEFT_MP	-4556.96	-344.92	-10220.7	0	0	0	AUTO
	#SUBOB	BSE-LARGEBASE3_MP	ST-LARGEBASE3_DOORB_A_MP	1770.66	-398.06	-7206.5	0	140	0	SUB
	#SUBOB	ST-LARGEBASE3_DOORB_A_MP	ST-LARGEBASE3_DOORB_A_SWITCH_MP	0.0	0.0	0.0	0	0	0	SUB
	#SUBOB	BSE-LARGEBASE3_MP	ST-LARGEBASE3_DOORB_B_MP	-162.84	-586.93	-8591.64	0	-67.5	0	SUB
	#SUBOB	ST-LARGEBASE3_DOORB_B_MP	ST-LARGEBASE3_DOORB_B_SWITCH_MP	0.0	0.0	0.0	0	0	0	SUB
#rem MIDDLE Door ST05										
	#SUBOB	BSE-LARGEBASE3_MP	BSE-DOORCLEFT_MP	-4584.46	-339.07	-10198.8	0	0	0	AUTO
	#SUBOB	BSE-LARGEBASE3_MP	BSE-DOORCRIGHT_MP	-4584.46	-339.07	-10198.8	0	0	0	AUTO
